city,id,adType,propertyType,accountType,surfaceArea,roomsQuantity,bedroomsQuantity,heating,hasCellar,toiletQuantity,floorQuantity,hasElevator,floor,energyClassification,greenhouseGazClassification,isInCondominium,agencyFeePercentage,newOrOld,price,pricePerSquareMeter,priceHasDecreased,district.libelle,district.id,workToDo,bathroomsQuantity,hasGarden,annualCondominiumFees,isDuplex,hasAlarm,terracesQuantity,hasPool,balconyQuantity,firePlacesQuantity,surfaceArea_bins,price_bins
Paris 15e,immo-facile-50992666,buy,flat,agency,106.99,4,2.0,collectif ,True,2.0,12.0,True,1.0,D,VI,True,3.33,None,1550000,14020.001869333582,False,Dupleix - Motte Picquet,100486,False,2.0,False,3526.0,False,False,0.0,False,2.0,0.0,large,veryExpensive
Paris 17e,immo-facile-50990493,buy,flat,agency,145.0,6,3.0,gaz individuel ,True,2.0,6.0,True,2.0,D,E,True,5.0,new,1712000,11806.896551724138,False,Ternes - Maillot,100474,False,1.0,True,5424.0,False,False,0.0,False,4.0,1.0,extralarge,veryExpensive
Paris 8e,immo-facile-50990503,buy,flat,agency,85.0,3,2.0,None,True,1.0,6.0,True,6.0,VI,VI,True,5.0,None,2700000,31764.70588235294,False,Triangle d'Or,100534,False,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 14e,ag752498-362606215,buy,flat,agency,50.0,2,1.0,gaz individuel,True,1.0,6.0,True,0.0,D,D,True,5.0,old,570000,11400.0,False,Didot - Porte de Vanves,100491,None,1.0,False,1200.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 17e,ag752498-362606245,buy,flat,agency,77.0,4,3.0,gaz individuel,True,1.0,6.0,False,2.0,F,F,True,5.0,old,900000,11688.311688311689,False,Legendre - Lévis,100470,None,1.0,False,2328.0,False,False,0.0,False,1.0,0.0,middle,expensive
Paris 16e,ag752498-362606206,buy,flat,agency,88.0,3,2.0,gaz collectif,True,2.0,3.0,True,2.0,D,D,True,5.0,old,1190000,13522.727272727272,False,Dauphine,100475,None,1.0,False,4500.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 17e,ag752498-362606248,buy,flat,agency,120.0,4,3.0,gaz collectif,True,1.0,6.0,True,0.0,F,E,True,5.0,old,1450000,12083.333333333334,False,Courcelles - Wagram,100473,None,1.0,False,4560.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 14e,ag753736-362611336,buy,flat,agency,48.0,2,1.0,électricité individuel,True,1.0,6.0,True,0.0,D,B,False,5.0,old,499000,10395.833333333334,False,Mouton - Duvernet,100494,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag753736-362611321,buy,flat,agency,95.0,4,3.0,radiateur gaz individuel,True,2.0,6.0,True,6.0,D,D,True,3.59,old,1155000,11736.842105263158,False,Jean Moulin - Porte d'Orléans,100492,None,1.0,False,3000.0,False,False,0.0,False,0.0,1.0,large,veryExpensive
Paris 12e,ag753737-362612626,buy,flat,agency,86.0,4,3.0,radiateur collectif,True,1.0,9.0,True,7.0,C,C,False,5.0,old,865000,10058.139534883721,False,Vallée de Fecamp,100505,None,1.0,True,0.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 14e,century-21-202_3291_44337,buy,flat,agency,78.53,3,2.0,Individuel  Electricité,False,1.0,8.0,True,5.0,C,A,True,4.82,new,740000,8990.194830001274,False,Jean Moulin - Porte d'Orléans,100492,None,1.0,False,2400.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 16e,ag752647-362554288,buy,flat,agency,95.0,4,2.0,radiateur gaz collectif,True,1.0,6.0,True,0.0,E,F,False,5.0,old,810000,8526.315789473685,False,Porte de Saint-Cloud - Auteuil-Sud,100480,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 15e,ag753775-362574652,buy,flat,agency,24.0,1,0.0,None,False,1.0,6.0,False,1.0,G,G,True,5.0,old,265000,11041.666666666666,False,Vaugirard - Parc des Expositions,100489,None,1.0,False,828.0,False,False,0.0,False,0.0,0.0,tiny,cheap
Paris 12e,ag753775-362574700,buy,flat,agency,28.0,1,0.0,collectif,True,1.0,6.0,True,1.0,E,F,True,5.0,old,276000,9857.142857142857,False,Bel-Air - Sud,100508,None,1.0,False,1476.0,False,False,0.0,False,0.0,0.0,tiny,cheap
Paris 15e,ag753775-362574604,buy,flat,agency,34.0,1,0.0,None,False,1.0,6.0,True,1.0,E,E,False,5.0,old,349000,10264.70588235294,False,Citroën - Boucicaut,100488,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag754523-362572834,buy,flat,agency,78.0,4,3.0,None,True,1.0,20.0,True,17.0,E,D,True,5.0,old,610000,7820.51282051282,False,Didot - Porte de Vanves,100491,None,1.0,False,5568.0,False,False,1.0,False,0.0,0.0,middle,expensive
Paris 17e,apimo-7517091,buy,flat,agency,75.0,3,2.0,Radiateur Electrique Individuel ,False,1.0,5.0,True,4.0,D,B,False,3.333333333333333,None,930000,12000.0,False,Batignolles - Cardinet,100469,False,1.0,False,0.0,False,False,0.0,False,0.0,1.0,middle,expensive
Paris 10e,iad-france-1229240,buy,flat,mandatary,8.0,1,0.0,électrique individuel ,True,1.0,7.0,False,6.0,G,D,True,5.0,new,99500,12437.5,False,Château d'Eau - Lancry,100518,None,1.0,False,349.8,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 13e,orpi-1-002109E2EST1,buy,flat,agency,38.2,2,1.0,radiateur électrique individuel ,True,1.0,6.0,True,1.0,D,B,True,5.1,new,412000,10261.780104712041,False,Butte-aux-Cailles,300695,False,1.0,False,1250.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 13e,hektor-cphitalie2-73611,buy,flat,agency,37.81,1,0.0,None,True,1.0,30.0,True,29.0,D,D,True,5.0,new,328000,8674.95371594816,False,Olympiades - Choisy,110471,None,1.0,False,3198.68,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 19e,hektor-SaintAmbroise-1042,buy,flat,agency,14.7,1,0.0,radiateur gaz collectif ,False,1.0,8.0,True,3.0,G,E,True,10.0,new,160600,9931.972789115647,False,Mouzaia,110476,None,1.0,False,963.8,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 18e,apimo-7515446,buy,flat,agency,37.29,2,1.0,Radiateur Gaz Individuel ,False,1.0,6.0,True,4.0,F,F,False,4.0,None,416000,10726.736390453205,False,Grandes Carrières - Clichy,100466,True,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 18e,ag752345-362537808,buy,flat,agency,28.0,2,1.0,électricité individuel,True,1.0,5.0,True,1.0,VI,D,True,5.0,old,315000,11250.0,False,Montmartre - Sacré Coeur - Abbesses,100465,None,1.0,False,1599.99999999996,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 19e,ag754682-362540473,buy,flat,agency,15.0,1,0.0,électricité individuel,False,1.0,5.0,True,0.0,F,C,False,5.0,old,150000,10000.0,False,La Villette - Porte de Pantin,110477,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 17e,ag755316-362538784,buy,flat,agency,30.0,2,1.0,électricité individuel,True,1.0,5.0,True,0.0,E,B,True,5.59,old,359000,11333.333333333334,False,Courcelles - Wagram,100473,None,1.0,False,915.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 12e,iad-france-1139161,buy,flat,mandatary,17.0,1,1.0,gaz collectif ,False,1.0,20.0,True,18.0,F,F,True,5.0,new,205500,12088.235294117647,False,Jardin de Reuilly,100506,None,1.0,False,1200.0,False,False,0.0,False,1.0,0.0,extratiny,cheap
Paris 20e,iad-france-1228336,buy,flat,mandatary,40.0,2,1.0,radiateur électrique collectif ,True,1.0,1.0,False,0.0,E,D,True,5.0,new,395000,9875.0,False,Saint-Blaise,100444,None,1.0,False,2000.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 16e,apimo-7514733,buy,flat,agency,45.0,2,1.0,Radiateur Gaz Collectif ,False,1.0,7.0,True,1.0,E,D,False,4.545454545454546,None,575000,12222.222222222223,False,Dauphine,100475,False,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 16e,apimo-7514841,buy,flat,agency,45.0,3,2.0,Radiateur Gaz Collectif ,False,1.0,7.0,True,1.0,E,D,False,4.545454545454546,None,575000,12222.222222222223,False,Dauphine,100475,False,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 20e,apimo-7515036,buy,flat,agency,66.0,4,2.0,Radiateur Gaz Individuel ,False,1.0,4.0,False,4.0,E,E,False,3.015873015873016,None,649000,9545.454545454546,False,Gambetta,100443,False,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 17e,apimo-7514684,buy,flat,agency,62.0,3,2.0,Radiateur Collectif ,False,1.0,8.0,True,6.0,E,E,False,5.0,None,860000,13870.967741935483,False,Ternes - Maillot,100474,False,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 8e,apimo-7514466,buy,flat,agency,84.0,3,3.0,Radiateur Gaz Individuel ,False,1.0,6.0,True,2.0,D,D,False,5.0,None,999000,11892.857142857143,False,Mairie,100530,False,1.0,False,0.0,False,False,0.0,False,1.0,1.0,large,expensive
Paris 11e,ag755421-362518452,buy,flat,agency,29.0,3,2.0,individuel,False,1.0,6.0,True,4.0,NS,D,True,5.0,old,400000,13275.862068965518,False,République - Saint-Ambroise,100516,None,1.0,False,1920.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 17e,laforet-immo-facile-21227523,buy,flat,agency,36.84,2,1.0,électrique individuel ,True,1.0,6.0,True,1.0,F,C,True,6.25,new,425000,10857.763300760042,False,Legendre - Lévis,100470,False,1.0,False,832.76,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 16e,immo-facile-3762709,buy,flat,agency,35.39,2,1.0,gaz collectif ,True,1.0,8.0,True,0.0,G,G,True,5.0,new,415000,11726.47640576434,False,Auteuil-Nord - Jasmin - Mirabeau,100479,False,1.0,False,1992.0,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 16e,immo-facile-3768319,buy,flat,agency,35.39,2,1.0,gaz collectif ,True,1.0,8.0,True,0.0,G,G,True,5.0,new,415000,11726.47640576434,False,Auteuil-Nord - Jasmin - Mirabeau,100479,False,1.0,False,1992.0,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 15e,immo-facile-50668647,buy,flat,agency,59.0,3,2.0,None,False,1.0,3.0,False,2.0,E,B,True,2.99,None,690000,11355.93220338983,False,Georges Brassens,100490,False,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 12e,immo-facile-3768423,buy,flat,agency,70.68,3,2.0,radiateur électrique individuel ,True,1.0,4.0,False,1.0,D,B,True,2.84,old,725000,9974.53310696095,False,Bel-Air - Nord,100509,False,1.0,False,700.0,False,False,0.0,False,1.0,0.0,middle,expensive
Paris 17e,immo-facile-50979293,buy,flat,agency,71.14,4,2.0,gaz individuel ,False,1.0,6.0,True,2.0,D,D,True,5.0,None,790000,11104.863649142535,False,La Fourche - Guy Moquet,100468,False,1.0,False,3526.0,False,False,0.0,False,0.0,1.0,middle,expensive
Paris 17e,immo-facile-50983544,buy,flat,agency,95.0,5,3.0,radiateur gaz collectif ,True,1.0,7.0,True,2.0,VI,VI,True,5.0,new,895000,9421.052631578947,False,Champerret - Berthier,100472,False,1.0,False,4176.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 16e,immo-facile-50983475,buy,flat,agency,90.0,4,2.0,individuel ,True,2.0,8.0,True,0.0,C,D,True,5.0,new,960000,10666.666666666666,False,Passy - Maison de la Radio - Muette-Sud,100478,False,1.0,False,3000.0,False,True,0.0,False,0.0,0.0,large,expensive
Paris 6e,immo-facile-50982831,buy,flat,agency,85.58,4,3.0,individuel ,True,1.0,6.0,True,1.0,F,C,True,5.0,old,1000000,11684.973124561813,False,Rennes,100541,False,1.0,False,3526.0,False,False,0.0,False,0.0,1.0,large,expensive
Paris 2e,immo-facile-3767854,prestige,flat,agency,82.05,3,2.0,électrique individuel ,True,1.0,5.0,True,1.0,E,B,True,5.0,old,1094000,13333.333333333334,False,Sentier,100556,False,1.0,False,1895.52,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 17e,immo-facile-50979155,buy,flat,agency,95.0,4,3.0,radiateur individuel ,True,1.0,6.0,True,5.0,D,D,True,5.0,old,1395000,14684.21052631579,False,Courcelles - Wagram,100473,False,1.0,False,3600.0,False,False,0.0,False,0.0,1.0,large,veryExpensive
Paris 18e,century-21-202_3354_1524,buy,flat,agency,40.0,2,1.0,Individuel  Gaz,False,1.0,6.0,True,2.0,NS,D,True,5.0,None,480000,12000.0,False,Jules Joffrin,100464,None,0.0,False,337.26,False,False,0.0,False,0.0,1.0,tiny,not-expensive
Paris 13e,century-21-202_2947_6649,buy,flat,agency,46.4,3,2.0,None,False,1.0,7.0,False,3.0,E,B,True,6.03,old,492000,10000.0,False,Salpétrière - Austerlitz,110472,None,0.0,False,1536.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 15e,century-21-202_1131_24624,buy,flat,agency,67.0,3,2.0,Individuel Radiateur Electricité,False,1.0,9.0,True,5.0,E,B,True,3.57,old,725000,10447.76119402985,False,Saint-Lambert - Convention,100484,None,1.0,False,3000.0,False,False,0.0,False,1.0,0.0,middle,expensive
Paris 14e,century-21-202_3168_5142,buy,flat,agency,66.57,3,2.0,Individuel  Electricité,False,1.0,5.0,True,2.0,C,C,False,5.0,None,775000,11641.88072705423,False,Montsouris - Dareau,100493,None,0.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 12e,century-21-202_3553_16537,buy,flat,agency,203.0,6,5.0,Individuel Radiateur Electricité,False,2.0,6.0,True,6.0,D,B,True,3.86,new,2690000,12758.620689655172,False,Bel-Air - Sud,100508,None,1.0,False,5360.0,False,False,1.0,False,1.0,0.0,extralarge,veryExpensive
Paris 12e,adapt-immo-7505010862,buy,flat,mandatary,28.0,1,0.0,électrique ,True,1.0,6.0,False,0.0,F,C,True,3.2,old,290000,10035.714285714286,False,Nation - Picpus,100510,None,1.0,False,540.0,False,False,0.0,False,0.0,0.0,tiny,cheap
Paris 14e,adapt-immo-7505010772,buy,flat,mandatary,39.0,2,1.0,gaz ,False,1.0,11.0,True,4.0,E,E,True,5.0,new,514000,13179.48717948718,False,Pernety,100495,None,1.0,False,1920.0,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 17e,oralia-0056-TAPP4614,buy,flat,agency,14.23,1,0.0,Convecteurs Electrique Individuel ,False,0.0,2.0,False,1.0,G,C,True,5.0,old,142000,9978.917779339423,False,Epinettes - Bessières,110474,None,0.0,False,517.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 17e,oralia-0056-TAPP4615,buy,flat,agency,19.89,1,0.0,Convecteurs Electrique Individuel ,False,0.0,4.0,False,3.0,G,C,True,5.0,old,210000,10558.069381598792,False,Batignolles - Cardinet,100469,None,0.0,False,639.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 14e,era-508522,buy,flat,agency,58.27,3,1.0,gaz ,False,1.0,6.0,True,1.0,NS,NS,True,4.0,None,624000,10296.893770379269,False,Pernety,100495,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 18e,ag751938-362396665,buy,flat,network,30.0,1,0.0,None,False,1.0,1.0,False,0.0,F,E,True,5.0,old,229000,7633.333333333333,False,Barbès - Château Rouge,100463,None,1.0,False,1800.0,False,False,1.0,False,1.0,0.0,tiny,cheap
Paris 18e,ag756001-362388649,buy,flat,agency,50.0,2,1.0,gaz collectif,True,1.0,11.0,True,3.0,E,E,True,5.0,old,480000,9600.0,False,Grandes Carrières - Clichy,100466,None,1.0,False,2220.0,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 18e,iad-france-1228817,buy,flat,mandatary,113.0,5,4.0,fuel collectif ,True,1.0,9.0,True,4.0,D,D,True,5.0,new,899000,7955.7522123893805,False,Simplon - Poissonniers,100462,None,1.0,False,3360.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 15e,orpi-1-002094E2F8RV,buy,flat,agency,57.41,3,2.0,mixte collectif ,True,1.0,8.0,True,7.0,E,E,True,5.56,new,570000,9406.02682459502,False,Citroën - Boucicaut,100488,False,1.0,False,2365.0,False,False,0.0,False,1.0,0.0,middle,not-expensive
Paris 15e,hektor-br-immobilier-2053,buy,flat,agency,52.0,3,2.0,radiateur gaz collectif ,True,1.0,6.0,True,0.0,E,D,True,5.0,new,490000,9423.076923076924,False,Vaugirard - Parc des Expositions,100489,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 18e,laforet-immo-facile-21145857,prestige,flat,agency,105.0,5,3.0,gaz collectif ,True,2.0,7.0,True,0.0,C,D,True,3.11,new,995000,9190.47619047619,False,Grandes Carrières - Clichy,100466,False,1.0,False,3100.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 7e,ag754523-362310403,buy,flat,agency,31.0,2,1.0,gaz individuel,True,1.0,4.0,False,1.0,F,F,True,5.0,old,459990,14838.387096774193,False,Champ de Mars,100535,None,1.0,False,1364.00000000004,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 11e,ag755999-362295730,buy,flat,agency,47.0,3,2.0,électricité individuel,True,1.0,6.0,True,4.0,C,A,False,5.0,old,540000,11489.36170212766,False,Belleville - Saint-Maur,100515,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 20e,immo-facile-50976140,buy,flat,agency,31.0,2,1.0,collectif ,True,1.0,7.0,True,1.0,F,E,True,5.0,new,260000,8387.09677419355,False,Gambetta,100443,False,1.0,False,1496.0,False,False,0.0,False,0.0,0.0,tiny,cheap
Paris 20e,immo-facile-50976182,buy,flat,agency,31.0,1,0.0,collectif ,True,1.0,7.0,True,1.0,F,E,True,5.0,new,260000,8387.09677419355,False,Gambetta,100443,False,1.0,False,1496.0,False,False,0.0,False,0.0,0.0,tiny,cheap
Paris 12e,immo-facile-50884189,buy,flat,agency,36.0,1,0.0,collectif ,True,1.0,5.0,True,4.0,F,F,True,5.26,new,300000,7916.666666666667,False,Bel-Air - Nord,100509,False,1.0,False,2730.0,False,False,0.0,False,0.0,0.0,tiny,cheap
Paris 19e,immo-facile-50885487,buy,flat,agency,68.0,4,3.0,radiateur gaz collectif ,True,1.0,11.0,True,4.0,E,E,True,5.0,new,315000,4411.764705882353,False,Danube,100450,False,1.0,True,3168.0,False,False,0.0,False,1.0,0.0,middle,not-expensive
Paris 18e,immo-facile-50871854,buy,flat,agency,41.0,2,1.0,électrique individuel ,False,1.0,6.0,True,3.0,VI,VI,True,5.0,None,410000,9523.80487804878,False,Grandes Carrières - Clichy,100466,False,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 18e,immo-facile-50836324,buy,flat,agency,52.0,3,2.0,radiateur électrique individuel ,True,1.0,6.0,True,1.0,F,C,True,5.0,old,650000,12500.0,False,Barbès - Château Rouge,100463,False,1.0,False,2316.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 17e,immo-facile-50884942,buy,flat,agency,58.21,3,1.0,collectif ,False,1.0,7.0,True,7.0,E,E,True,5.0,None,760000,13056.175914791273,True,Pereire,100471,False,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 18e,immo-facile-50884955,buy,flat,agency,89.5,5,3.0,collectif ,False,1.0,10.0,True,3.0,D,C,True,5.0,None,928000,10368.715083798883,False,Grandes Carrières - Clichy,100466,False,2.0,False,3526.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 15e,immo-facile-50976260,buy,flat,agency,91.0,5,3.0,individuel ,True,2.0,9.0,True,1.0,VI,VI,True,5.0,None,949000,10428.57142857143,False,Citroën - Boucicaut,100488,False,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 17e,immo-facile-50885539,buy,flat,agency,90.0,4,2.0,radiateur gaz collectif ,True,1.0,7.0,True,4.0,E,D,True,5.0,old,1081500,12016.666666666666,False,Batignolles - Cardinet,100469,False,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 5e,immo-facile-50885561,buy,flat,agency,75.0,4,2.0,électrique individuel ,True,1.0,6.0,True,1.0,D,C,True,5.0,old,1133000,15106.666666666666,False,Sorbonne - Quartier Latin,100548,False,1.0,False,3120.0,False,False,0.0,False,0.0,1.0,middle,veryExpensive
Paris 8e,immo-facile-50885578,buy,flat,agency,65.0,3,1.0,radiateur électrique individuel ,False,1.0,6.0,True,5.0,VI,VI,True,4.35,old,1200000,17692.30769230769,False,Triangle d'Or,100534,False,1.0,False,2124.0,False,False,0.0,False,0.0,0.0,middle,veryExpensive
Paris 17e,immo-facile-50885589,buy,flat,agency,90.0,4,2.0,radiateur gaz collectif ,True,1.0,8.0,True,4.0,E,D,True,5.0,None,1210000,13444.444444444445,False,Ternes - Maillot,100474,False,1.0,False,4080.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 10e,century-21-202_2572_17972,buy,flat,agency,15.57,1,0.0,Individuel  Electricité,False,0.0,6.0,False,6.0,G,C,True,5.0,None,170000,10918.432883750802,False,Château d'Eau - Lancry,100518,None,0.0,False,831.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 18e,century-21-202_442_3521,buy,flat,agency,35.0,2,1.0,Individuel  Electricité,False,1.0,6.0,False,3.0,E,C,True,4.69,None,335000,9142.857142857143,False,Barbès - Château Rouge,100463,None,1.0,False,1500.0,False,False,0.0,False,0.0,1.0,tiny,not-expensive
Paris 18e,century-21-202_442_2747,buy,flat,agency,62.0,3,2.0,Individuel Individuel au gaz( radiateurs) Gaz,False,1.0,6.0,False,2.0,F,F,True,5.21,old,505000,7741.935483870968,False,Barbès - Château Rouge,100463,None,1.0,False,1893.0,False,False,0.0,False,1.0,2.0,middle,not-expensive
Paris 20e,century-21-202_2434_11673,buy,flat,agency,58.5,3,2.0,Individuel  Electricité,False,1.0,4.0,False,2.0,D,A,True,5.0,new,595000,10170.940170940172,False,Télégraphe - Pelleport - Saint-Fargeau,100442,None,1.0,False,2144.0,False,False,0.0,False,1.0,0.0,middle,not-expensive
Paris 18e,gedeon-25807951,buy,flat,agency,39.0,2,1.0,None,True,1.0,6.0,True,6.0,E,B,False,2.58,None,383000,9564.102564102564,False,Grandes Carrières - Clichy,100466,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 11e,ag755421-362256297,buy,flat,agency,20.0,1,0.0,collectif,False,1.0,6.0,True,2.0,E,E,False,5.0,old,240000,11650.0,False,Nation - Alexandre Dumas,100512,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 16e,ag340369-362222215,buy,flat,mandatary,18.0,2,1.0,gaz ,True,1.0,8.0,True,8.0,G,G,True,5.0,old,199000,11055.555555555555,False,Porte de Saint-Cloud - Auteuil-Sud,100480,None,1.0,False,650.04,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 20e,ag340369-362234053,buy,flat,mandatary,51.0,3,1.0,électricité ,True,1.0,6.0,True,5.0,F,C,True,5.0,old,525000,10294.117647058823,False,Gambetta,100443,None,1.0,False,1920.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 8e,apimo-7409868,buy,flat,agency,108.5,4,2.0,Individuel ,False,1.0,6.0,True,5.0,E,D,True,5.0,None,1390000,12811.059907834102,False,Saint-Philippe du Roule,100531,False,1.0,False,4800.0,False,False,1.0,False,0.0,0.0,large,veryExpensive
Paris 20e,orpi-1-006079E2FPS6,buy,flat,agency,30.3,2,1.0,radiateur électrique individuel ,True,1.0,2.0,False,2.0,F,F,True,4.91,new,299000,9405.940594059406,False,Ménilmontant - Amandiers,100447,False,1.0,False,1800.0,False,False,0.0,False,0.0,0.0,tiny,cheap
Paris 11e,keller-williams-1-34_1_32-113783,buy,flat,agency,37.5,2,1.0,None,False,1.0,6.0,True,4.0,NS,NS,True,6.0,None,397500,10000.0,False,Belleville - Saint-Maur,100515,None,1.0,False,2224.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 18e,keller-williams-1-34_1_32-114318,buy,flat,agency,32.19,2,1.0,None,False,1.0,6.0,True,4.0,E,B,True,5.0,None,425000,13202.858030444238,False,Montmartre - Sacré Coeur - Abbesses,100465,None,1.0,False,1653.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag753461-362202817,buy,flat,agency,50.0,2,1.0,gaz collectif,True,1.0,5.0,True,5.0,E,F,False,5.0,old,560000,11200.0,False,Didot - Porte de Vanves,100491,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 7e,ag755940-362229979,buy,flat,agency,85.0,3,2.0,radiateur gaz collectif,False,1.0,7.0,True,0.0,NS,D,True,5.0,old,899000,10576.470588235294,False,Breteuil,100536,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 17e,iad-france-1226164,buy,flat,mandatary,10.0,1,0.0,None,False,1.0,6.0,False,0.0,G,C,True,5.0,None,140000,14000.0,False,Batignolles - Cardinet,100469,None,1.0,False,240.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 17e,iad-france-1227245,buy,flat,mandatary,16.0,1,0.0,gaz individuel ,False,1.0,6.0,False,0.0,F,F,True,5.0,None,185000,11562.5,False,Legendre - Lévis,100470,None,1.0,False,496.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 7e,iad-france-1084352,buy,flat,mandatary,51.0,3,1.0,radiateur gaz individuel ,True,1.0,6.0,True,6.0,F,F,True,5.0,new,835000,16372.549019607843,False,Breteuil,100536,None,1.0,False,2240.0,False,False,0.0,False,0.0,1.0,middle,expensive
Paris 10e,hektor-totemimmo-prata-870,buy,flat,agency,57.31,3,2.0,radiateur gaz individuel ,True,1.0,7.0,False,2.0,D,D,True,5.0,old,650000,11341.825161402896,False,Porte Saint-Martin - Paradis,100517,None,1.0,False,3526.0,False,False,0.0,False,0.0,1.0,middle,expensive
Paris 11e,apimo-7490258,buy,flat,agency,92.0,4,3.0,Radiateur Gaz Individuel ,False,1.0,10.0,True,6.0,D,D,False,2.2857142857142856,None,895000,9510.869565217392,False,Belleville - Saint-Maur,100515,False,1.0,False,0.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 20e,apimo-7490337,buy,flat,agency,92.0,4,3.0,Radiateur Gaz Collectif ,False,1.0,10.0,True,6.0,D,D,False,2.2857142857142856,None,895000,9510.869565217392,False,Belleville,100448,False,1.0,False,0.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 19e,adapt-immo-75034741,buy,flat,agency,50.0,2,1.0,None,True,1.0,11.0,True,8.0,C,C,False,5.0,None,545000,10900.0,False,Porte de la Villette,100458,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 12e,orpi-1-002012E2FMY3,buy,flat,agency,28.91,2,1.0,radiateur collectif ,True,1.0,5.0,False,5.0,G,G,True,3.61,old,430000,14354.89450017295,False,Aligre - Gare de Lyon,100511,False,1.0,False,2640.0,False,False,1.0,False,1.0,0.0,tiny,not-expensive
Paris 20e,laforet-immo-facile-21308036,buy,flat,agency,33.0,2,1.0,radiateur collectif ,False,1.0,5.0,True,5.0,E,D,True,5.0,new,315000,9090.90909090909,False,Gambetta,100443,False,1.0,False,2304.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
